RefSeq mRNA ID	NCBI gene ID	Gene name
NM_014925	22864	R3HDM2
NM_001318810	22865	SLITRK3
NM_014926	22865	SLITRK3
NM_001318811	22865	SLITRK3
NM_001168648	22866	CNKSR2
NM_014927	22866	CNKSR2
NM_001168649	22866	CNKSR2
NM_001168647	22866	CNKSR2
NM_014929	22868	FASTKD2
NM_001136193	22868	FASTKD2
NM_001136194	22868	FASTKD2
NM_001314059	22869	ZNF510
NM_014930	22869	ZNF510
NM_001314060	22869	ZNF510
NM_014931	22870	PPP6R1
NM_014932	22871	NLGN1
NM_001300745	22872	SEC31A
NM_016211	22872	SEC31A
NM_001300744	22872	SEC31A
NM_001077208	22872	SEC31A
NM_001077207	22872	SEC31A
NM_001191049	22872	SEC31A
NM_001318120	22872	SEC31A
NM_001077206	22872	SEC31A
NM_001318119	22872	SEC31A
NM_014934	22873	DZIP1
NM_198968	22873	DZIP1
NM_014935	22874	PLEKHA6
NM_014936	22875	ENPP4
NM_014937	22876	INPP5F
NM_001243195	22876	INPP5F
NM_001243194	22876	INPP5F
NM_014938	22877	MLXIP
NM_014938	22877	MLXIP
NM_014939	22878	TRAPPC8
NM_014940	22879	MON1B
NM_001286639	22879	MON1B
NM_001286640	22879	MON1B
NM_001303256	22880	MORC2
NM_001303257	22880	MORC2
NM_014941	22880	MORC2
NM_001242813	22881	ANKRD6
NM_001242809	22881	ANKRD6
NM_014942	22881	ANKRD6
NM_001242811	22881	ANKRD6
NM_001242814	22881	ANKRD6
NM_014943	22882	ZHX2
NM_014944	22883	CLSTN1
NM_001302883	22883	CLSTN1
NM_001009566	22883	CLSTN1
NM_014023	22884	WDR37
NM_001345859	22885	ABLIM3
NM_001301027	22885	ABLIM3
NM_014945	22885	ABLIM3
NM_001301015	22885	ABLIM3
NM_001301028	22885	ABLIM3
NM_001301018	22885	ABLIM3
NM_001198851	22887	FOXJ3
NM_001198850	22887	FOXJ3
NM_001198852	22887	FOXJ3
NM_014947	22887	FOXJ3
NM_001267584	22888	UBOX5
NM_014948	22888	UBOX5
NM_199415	22888	UBOX5
NM_014949	22889	KIAA0907
NM_001123329	22890	ZBTB1
NM_014950	22890	ZBTB1
NM_014951	22891	ZNF365
NM_199450	22891	ZNF365
NM_199451	22891	ZNF365
NM_199452	22891	ZNF365
NM_001301132	22893	BAHD1
NM_014952	22893	BAHD1
NM_001322348	22894	DIS3
NM_014953	22894	DIS3
NM_001128226	22894	DIS3
NM_001322349	22894	DIS3
NM_014954	22895	RPH3A
NM_001143854	22895	RPH3A
NM_001347955	22895	RPH3A
NM_001347953	22895	RPH3A
NM_001347952	22895	RPH3A
NM_001347954	22895	RPH3A
NM_001271933	22897	CEP164
NM_014956	22897	CEP164
NM_014957	22898	DENND3
NM_173728	22899	ARHGEF15
NM_025014	22899	ARHGEF15
NM_001351784	22900	CARD8
NM_001184902	22900	CARD8
NM_014959	22900	CARD8
NM_001184903	22900	CARD8
NM_001184904	22900	CARD8
NM_001351783	22900	CARD8
NM_001184901	22900	CARD8
NM_001184900	22900	CARD8
NM_014960	22901	ARSG
NM_001267727	22901	ARSG
NM_001130709	22902	RUFY3
NM_001037442	22902	RUFY3
NM_014961	22902	RUFY3
NM_001291994	22902	RUFY3
NM_001291993	22902	RUFY3
NM_001282552	22903	BTBD3
NM_181443	22903	BTBD3
NM_001282550	22903	BTBD3
NM_014962	22903	BTBD3
NM_001282551	22903	BTBD3
NM_001282554	22903	BTBD3
NM_014963	22904	SBNO2
NM_001100122	22904	SBNO2
NM_014963	22904	SBNO2
NM_001100122	22904	SBNO2
NM_014964	22905	EPN2
NM_001102664	22905	EPN2
NM_148921	22905	EPN2
NM_001042646	22906	TRAK1
NM_001265608	22906	TRAK1
NM_001265610	22906	TRAK1
NM_014965	22906	TRAK1
NM_001349249	22906	TRAK1
NM_001265609	22906	TRAK1
NM_014966	22907	DHX30
NM_138615	22907	DHX30
NM_001330990	22907	DHX30
NM_001319073	22908	SACM1L
NM_014016	22908	SACM1L
NM_001319072	22908	SACM1L
NM_001146095	22909	FAN1
NM_014967	22909	FAN1
NM_001146094	22909	FAN1
NM_001146096	22909	FAN1
NM_014967	22909	FAN1
NM_014969	22911	WDR47
NM_001142550	22911	WDR47
NM_001142551	22911	WDR47
NM_007367	22913	RALY
NM_016732	22913	RALY
NM_007360	22914	KLRK1
NM_001199805	22914	KLRK1
NM_007351	22915	MMRN1
NM_001308036	22916	NCBP2
NM_007362	22916	NCBP2
NM_001042540	22916	NCBP2
NM_207341	22917	ZP1
NM_012072	22918	CD93
NM_012325	22919	MAPRE1
NM_014970	22920	KIFAP3
NM_001204517	22920	KIFAP3
NM_001204516	22920	KIFAP3
NM_001204514	22920	KIFAP3
NM_012228	22921	MSRB2
NM_012326	22924	MAPRE3
NM_001303050	22924	MAPRE3
NM_001195641	22925	PLA2R1
NM_007366	22925	PLA2R1
NM_001007267	22925	PLA2R1
NM_007348	22926	ATF6
NM_014282	22927	HABP4
NM_012248	22928	SEPHS2
NM_012247	22929	SEPHS1
NM_001195604	22929	SEPHS1
NM_001195602	22929	SEPHS1
NM_012233	22930	RAB3GAP1
NM_001172435	22930	RAB3GAP1
NM_001256411	22931	RAB18
NM_021252	22931	RAB18
NM_001256410	22931	RAB18
NM_001256412	22931	RAB18
NM_001256415	22931	RAB18
NM_152992	22932	POMZP3
NM_012230	22932	POMZP3
NM_152992	22932	POMZP3
NM_012230	22932	POMZP3
NM_012237	22933	SIRT2
NM_030593	22933	SIRT2
NM_001193286	22933	SIRT2
NM_001193286	22933	SIRT2
NM_012237	22933	SIRT2
NM_030593	22933	SIRT2
NM_144563	22934	RPIA
NM_012081	22936	ELL2
NM_001320044	22937	SCAP
NM_012235	22937	SCAP
NM_012245	22938	SNW1
NM_001318844	22938	SNW1
NM_012309	22941	SHANK2
NM_133266	22941	SHANK2
NM_012242	22943	DKK1
NM_012311	22944	KIN
NM_001306153	22948	CCT5
NM_012073	22948	CCT5
NM_001306154	22948	CCT5
NM_001306156	22948	CCT5
NM_001306155	22948	CCT5
NM_001146109	22949	PTGR1
NM_012212	22949	PTGR1
NM_001146108	22949	PTGR1
NM_018158	22950	SLC4A1AP
NM_170682	22953	P2RX2
NM_001282164	22953	P2RX2
NM_170683	22953	P2RX2
NM_012226	22953	P2RX2
NM_016318	22953	P2RX2
NM_174872	22953	P2RX2
NM_174873	22953	P2RX2
NM_001282165	22953	P2RX2
NM_001099679	22954	TRIM32
NM_012210	22954	TRIM32
NM_001031694	22955	SCMH1
NM_001172221	22955	SCMH1
NM_001172219	22955	SCMH1
NM_001172220	22955	SCMH1
NM_012236	22955	SCMH1
NM_001172218	22955	SCMH1
NM_001172222	22955	SCMH1
NM_001350667	22955	SCMH1
NM_012112	22974	TPX2
NM_007349	22976	PAXIP1
NM_012067	22977	AKR7A3
NM_001351183	22978	NT5C2
NM_001351176	22978	NT5C2
NM_001351177	22978	NT5C2
NM_001351169	22978	NT5C2
NM_001351169	22978	NT5C2
NM_012229	22978	NT5C2
NM_001134373	22978	NT5C2
NM_014971	22979	EFR3B
NM_001319099	22979	EFR3B
NM_014972	22980	TCF25
NM_025176	22981	NINL
NM_001318226	22981	NINL
NM_014974	22982	DIP2C
NM_014975	22983	MAST1
NM_014976	22984	PDCD11
NM_001164816	22985	ACIN1
NM_001164817	22985	ACIN1
NM_014977	22985	ACIN1
NM_001164814	22985	ACIN1
NM_001164815	22985	ACIN1
NM_014978	22986	SORCS3
NM_014979	22987	SV2C
NM_001297716	22987	SV2C
NM_014981	22989	MYH15
NM_014982	22990	PCNX1
NM_001308160	22990	PCNX1
NM_012308	22992	KDM2A
NM_001256405	22992	KDM2A
NM_014983	22993	HMGXB3
NM_001009811	22994	CEP131
NM_001319229	22994	CEP131
NM_001319228	22994	CEP131
NM_014984	22994	CEP131
NM_014985	22995	CEP152
NM_001194998	22995	CEP152
NM_001297667	22996	TTC39A
NM_001297666	22996	TTC39A
NM_001297665	22996	TTC39A
NM_001297663	22996	TTC39A
NM_001144832	22996	TTC39A
NM_001297664	22996	TTC39A
NM_001080494	22996	TTC39A
NM_001297662	22996	TTC39A
NM_001277285	22997	IGSF9B
NM_001289124	22998	LIMCH1
NM_001112718	22998	LIMCH1
NM_001112717	22998	LIMCH1
NM_001330793	22998	LIMCH1
NM_001330983	22998	LIMCH1
NM_001330790	22998	LIMCH1
NM_001330787	22998	LIMCH1
NM_014988	22998	LIMCH1
NM_001289122	22998	LIMCH1
NM_001330672	22998	LIMCH1
NM_001330674	22998	LIMCH1
NM_001330786	22998	LIMCH1
NM_001330982	22998	LIMCH1
NM_001112719	22998	LIMCH1
NM_001112720	22998	LIMCH1
NM_014989	22999	RIMS1
NM_001168407	22999	RIMS1
NM_001168408	22999	RIMS1
NM_001168409	22999	RIMS1
NM_001168410	22999	RIMS1
NM_001168411	22999	RIMS1
NM_014991	23001	WDFY3
NM_001270520	23002	DAAM1
NM_014992	23002	DAAM1
NM_014994	23005	MAPKBP1
NM_001128608	23005	MAPKBP1
NM_001265611	23005	MAPKBP1
NM_001349251	23007	PLCH1
NM_001349250	23007	PLCH1
NM_001349252	23007	PLCH1
NM_001130961	23007	PLCH1
NM_001130960	23007	PLCH1
NM_014996	23007	PLCH1
NM_014997	23008	KLHDC10
NM_014999	23011	RAB21
NM_015000	23012	STK38L
NM_015001	23013	SPEN
NM_033624	23014	FBXO21
NM_015002	23014	FBXO21
NM_181077	23015	GOLGA8A
NM_015004	23016	EXOSC7
NM_012306	23017	FAIM2
NM_016284	23019	CNOT1
NM_001265612	23019	CNOT1
NM_206999	23019	CNOT1
NM_014014	23020	SNRNP200
NM_016081	23022	PALLD
NM_001166108	23022	PALLD
NM_001166109	23022	PALLD
NM_001166110	23022	PALLD
NM_001349273	23023	TMCC1
NM_015008	23023	TMCC1
NM_001349268	23023	TMCC1
NM_001349266	23023	TMCC1
NM_001349265	23023	TMCC1
NM_001349263	23023	TMCC1
NM_001349264	23023	TMCC1
NM_001017395	23023	TMCC1
NM_001349269	23023	TMCC1
NM_001349270	23023	TMCC1
NM_001128224	23023	TMCC1
NM_015009	23024	PDZRN3
NM_001303141	23024	PDZRN3
NM_001303140	23024	PDZRN3
NM_001303142	23024	PDZRN3
NM_001303139	23024	PDZRN3
NM_001080421	23025	UNC13A
NM_015011	23026	MYO16
NM_001198950	23026	MYO16
NM_015013	23028	KDM1A
NM_001009999	23028	KDM1A
NM_001346738	23029	RBM34
NM_015014	23029	RBM34
NM_001161533	23029	RBM34
NM_015015	23030	KDM4B
NM_015016	23031	MAST3
NM_201624	23032	USP33
NM_015017	23032	USP33
NM_201626	23032	USP33
NM_015018	23033	DOPEY1
NM_001199942	23033	DOPEY1
NM_001161576	23034	SAMD4A
NM_001161577	23034	SAMD4A
NM_015589	23034	SAMD4A
NM_015020	23035	PHLPP2
NM_001289003	23035	PHLPP2
NM_015021	23036	ZNF292
NM_178140	23037	PDZD2
NM_001276252	23038	WDTC1
NM_015023	23038	WDTC1
NM_015024	23039	XPO7
NM_001329845	23040	MYT1L
NM_001329844	23040	MYT1L
NM_001303052	23040	MYT1L
NM_001329847	23040	MYT1L
NM_001329848	23040	MYT1L
NM_015025	23040	MYT1L
NM_001278472	23041	MON2
NM_015026	23041	MON2
NM_001278469	23041	MON2
NM_001278471	23041	MON2
NM_001278470	23041	MON2
NM_001285447	23042	PDXDC1
NM_001285448	23042	PDXDC1
NM_001285449	23042	PDXDC1
NM_001285444	23042	PDXDC1
NM_001324020	23042	PDXDC1
NM_001324019	23042	PDXDC1
NM_015027	23042	PDXDC1
NM_001324021	23042	PDXDC1
NM_001285445	23042	PDXDC1
NM_001285450	23042	PDXDC1
NM_001285448	23042	PDXDC1
NM_001285444	23042	PDXDC1
NM_001285445	23042	PDXDC1
NM_001324019	23042	PDXDC1
NM_015027	23042	PDXDC1
NM_001285450	23042	PDXDC1
NM_001285449	23042	PDXDC1
NM_001324020	23042	PDXDC1
NM_001324021	23042	PDXDC1
NM_001285447	23042	PDXDC1
NM_001161561	23043	TNIK
NM_015028	23043	TNIK
NM_001161560	23043	TNIK
NM_001161565	23043	TNIK
NM_001161566	23043	TNIK
NM_001161564	23043	TNIK
NM_001161563	23043	TNIK
NM_001161562	23043	TNIK
NM_001252102	23046	KIF21B
NM_017596	23046	KIF21B
NM_001252103	23046	KIF21B
NM_001252100	23046	KIF21B
NM_015032	23047	PDS5B
NM_015033	23048	FNBP1
NM_015092	23049	SMG1
NM_015035	23051	ZHX3
NM_015036	23052	ENDOD1
NM_001242488	23053	ZSWIM8
NM_001242487	23053	ZSWIM8
NM_015037	23053	ZSWIM8
NM_001318240	23054	NCOA6
NM_014071	23054	NCOA6
NM_001242539	23054	NCOA6
NM_170706	23057	NMNAT2
NM_015039	23057	NMNAT2
NM_015041	23059	CLUAP1
NM_001330454	23059	CLUAP1
NM_024793	23059	CLUAP1
NM_015042	23060	ZNF609
NM_015043	23061	TBC1D9B
NM_198868	23061	TBC1D9B
NM_015044	23062	GGA2
NM_001318328	23063	WAPL
NM_015045	23063	WAPL
NM_001351527	23064	SETX
NM_015046	23064	SETX
NM_015047	23065	EMC1
NM_001271428	23065	EMC1
NM_001271427	23065	EMC1
NM_001271429	23065	EMC1
NM_012298	23066	CAND2
NM_001162499	23066	CAND2
NM_015048	23067	SETD1B
NM_015050	23070	CMTR1
NM_015051	23071	ERP44
NM_015052	23072	HECW1
NM_001287059	23072	HECW1
NM_015054	23074	UHRF1BP1L
NM_001006947	23074	UHRF1BP1L
NM_001297714	23075	SWAP70
NM_015055	23075	SWAP70
NM_015056	23076	RRP1B
NM_015057	23077	MYCBP2
NM_015058	23078	VWA8
NM_001009814	23078	VWA8
NM_015060	23080	AVL9
NM_001146696	23081	KDM4C
NM_001304341	23081	KDM4C
NM_001304340	23081	KDM4C
NM_001304339	23081	KDM4C
NM_015061	23081	KDM4C
NM_001146695	23081	KDM4C
NM_015062	23082	PPRC1
NM_001288728	23082	PPRC1
NM_001288727	23082	PPRC1
NM_178040	23085	ERC1
NM_178039	23085	ERC1
NM_001301248	23085	ERC1
NM_015065	23086	EXPH5
NM_001308019	23086	EXPH5
NM_001144763	23086	EXPH5
NM_001144765	23086	EXPH5
NM_001144764	23086	EXPH5
NM_171982	23087	TRIM35
NM_001304495	23087	TRIM35
NM_015068	23089	PEG10
NM_001184961	23089	PEG10
NM_001172437	23089	PEG10
NM_001040152	23089	PEG10
NM_001184962	23089	PEG10
NM_001172438	23089	PEG10
NM_001330533	23090	ZNF423
NM_001271620	23090	ZNF423
NM_015069	23090	ZNF423
NM_001330567	23091	ZC3H13
NM_001330566	23091	ZC3H13
NM_001330565	23091	ZC3H13
NM_001076788	23091	ZC3H13
NM_001330564	23091	ZC3H13
NM_015070	23091	ZC3H13
NM_015071	23092	ARHGAP26
NM_001135608	23092	ARHGAP26
NM_015072	23093	TTLL5
NM_015073	23094	SIPA1L3
NM_183416	23095	KIF1B
NM_015074	23095	KIF1B
NM_001243197	23096	IQSEC2
NM_015075	23096	IQSEC2
NM_001111125	23096	IQSEC2
NM_001300960	23097	CDK19
NM_015076	23097	CDK19
NM_001300963	23097	CDK19
NM_001300964	23097	CDK19
NM_015077	23098	SARM1
NM_014007	23099	ZBTB43
NM_001135776	23099	ZBTB43
NM_015078	23101	MCF2L2
NM_144572	23102	TBC1D2B
NM_015079	23102	TBC1D2B
NM_015082	23105	FSTL4
NM_015084	23107	MRPS27
NM_001286751	23107	MRPS27
NM_001286748	23107	MRPS27
NM_001330058	23108	RAP1GAP2
NM_015085	23108	RAP1GAP2
NM_001100398	23108	RAP1GAP2
NM_015086	23109	DDN
NM_015087	23111	SPART
NM_001142296	23111	SPART
NM_001142295	23111	SPART
NM_001142294	23111	SPART
NM_015088	23112	TNRC6B
NM_001024843	23112	TNRC6B
NM_001162501	23112	TNRC6B
NM_015089	23113	CUL9
NM_001005389	23114	NFASC
NM_001160333	23114	NFASC
NM_001160331	23114	NFASC
NM_001005388	23114	NFASC
NM_001160332	23114	NFASC
NM_015090	23114	NFASC
NM_015091	23116	TOGARAM1
NM_001308120	23116	TOGARAM1
NM_130464	23117	NPIPB3
NM_001292035	23118	TAB2
NM_001292034	23118	TAB2
NM_015093	23118	TAB2
NM_015094	23119	HIC2
NM_025153	23120	ATP10B
NM_015097	23122	CLASP2
NM_001207044	23122	CLASP2
NM_001171167	23125	CAMTA2
NM_001171168	23125	CAMTA2
NM_001171166	23125	CAMTA2
NM_015099	23125	CAMTA2
NM_207171	23126	POGZ
NM_001194937	23126	POGZ
NM_015100	23126	POGZ
NM_145796	23126	POGZ
NM_001194938	23126	POGZ
NM_001303420	23127	COLGALT2
NM_015101	23127	COLGALT2
NM_001303421	23127	COLGALT2
NM_015103	23129	PLXND1
NM_015104	23130	ATG2A
NM_001304943	23131	GPATCH8
NM_001002909	23131	GPATCH8
NM_001304942	23131	GPATCH8
NM_001304941	23131	GPATCH8
NM_001304940	23131	GPATCH8
NM_001304939	23131	GPATCH8
NM_001322256	23132	RAD54L2
NM_001322253	23132	RAD54L2
NM_015106	23132	RAD54L2
NM_001322257	23132	RAD54L2
NM_015107	23133	PHF8
NM_001184896	23133	PHF8
NM_001184898	23133	PHF8
NM_001184897	23133	PHF8
NM_001080424	23135	KDM6B
NM_012307	23136	EPB41L3
NM_001281534	23136	EPB41L3
NM_001281535	23136	EPB41L3
NM_001281533	23136	EPB41L3
NM_001330557	23136	EPB41L3
NM_015110	23137	SMC5
NM_015111	23138	N4BP3
NM_001324320	23139	MAST2
NM_001319245	23139	MAST2
NM_015112	23139	MAST2
NM_001324321	23139	MAST2
NM_015113	23140	ZZEF1
NM_015114	23141	ANKLE2
NM_001287757	23142	DCUN1D4
NM_001040402	23142	DCUN1D4
NM_015115	23142	DCUN1D4
NM_001287755	23142	DCUN1D4
NM_001164213	23143	LRCH1
NM_015116	23143	LRCH1
NM_001164211	23143	LRCH1
NM_015117	23144	ZC3H3
NM_198455	23145	SSPO
NM_001146334	23148	NACAD
NM_001161357	23149	FCHO1
NM_001161358	23149	FCHO1
NM_015122	23149	FCHO1
NM_001161359	23149	FCHO1
NM_015123	23150	FRMD4B
NM_015124	23151	GRAMD4
NM_001304815	23152	CIC
NM_015125	23152	CIC
NM_001014841	23154	NCDN
NM_001014839	23154	NCDN
NM_014284	23154	NCDN
NM_001048210	23155	CLCC1
NM_015127	23155	CLCC1
NM_001278203	23155	CLCC1
NM_001278202	23155	CLCC1
NM_145800	23157	SEPT6
NM_145802	23157	SEPT6
NM_015129	23157	SEPT6
NM_145799	23157	SEPT6
NM_015130	23158	TBC1D9
NM_015131	23160	WDR43
NM_001350863	23161	SNX13
NM_015132	23161	SNX13
NM_001350870	23161	SNX13
NM_001040439	23162	MAPK8IP3
NM_001318852	23162	MAPK8IP3
NM_015133	23162	MAPK8IP3
NM_014001	23163	GGA3
NM_138619	23163	GGA3
NM_001172704	23163	GGA3
NM_001172703	23163	GGA3
NM_001291641	23163	GGA3
NM_001291642	23163	GGA3
NM_015134	23164	MPRIP
NM_201274	23164	MPRIP
NM_001329434	23165	NUP205
NM_015135	23165	NUP205
NM_015136	23166	STAB1
NM_001323558	23167	EFR3A
NM_001323555	23167	EFR3A
NM_001323554	23167	EFR3A
NM_001323553	23167	EFR3A
NM_015137	23167	EFR3A
NM_001323557	23167	EFR3A
NM_001323556	23167	EFR3A
NM_015138	23168	RTF1
NM_015139	23169	SLC35D1
NM_015140	23170	TTLL12
NM_015141	23171	GPD1L
NM_032182	23172	ABRAXAS2
NM_015143	23173	METAP1
NM_015144	23174	ZCCHC14
NM_001261428	23175	LPIN1
NM_001261429	23175	LPIN1
NM_001349199	23175	LPIN1
NM_001349208	23175	LPIN1
NM_145693	23175	LPIN1
NM_001261427	23175	LPIN1
NM_001349203	23175	LPIN1
NM_001349205	23175	LPIN1
NM_001349204	23175	LPIN1
NM_001349207	23175	LPIN1
NM_001349202	23175	LPIN1
NM_001349206	23175	LPIN1
NM_001098811	23176	SEPT8
NM_001300799	23176	SEPT8
NM_015146	23176	SEPT8
NM_001098812	23176	SEPT8
NM_001300798	23176	SEPT8
NM_001098813	23176	SEPT8
NM_001319101	23177	CEP68
NM_001319100	23177	CEP68
NM_015147	23177	CEP68
NM_015148	23178	PASK
NM_001252122	23178	PASK
NM_001252119	23178	PASK
NM_001252124	23178	PASK
NM_001252120	23178	PASK
NM_001297670	23179	RGL1
NM_015149	23179	RGL1
NM_001297669	23179	RGL1
NM_001297671	23179	RGL1
NM_001297672	23179	RGL1
NM_015150	23180	RFTN1
NM_015151	23181	DIP2A
NM_001146116	23181	DIP2A
NM_206889	23181	DIP2A
NM_001146115	23181	DIP2A
NM_206891	23181	DIP2A
NM_206890	23181	DIP2A
NM_015154	23184	MESD
NM_015155	23185	LARP4B
NM_015156	23186	RCOR1
NM_015157	23187	PHLDB1
NM_001144759	23187	PHLDB1
NM_001144758	23187	PHLDB1
NM_001256876	23189	KANK1
NM_015158	23189	KANK1
NM_153186	23189	KANK1
NM_001256877	23189	KANK1
NM_014607	23190	UBXN4
NM_014608	23191	CYFIP1
NM_001324126	23191	CYFIP1
NM_001324120	23191	CYFIP1
NM_001324125	23191	CYFIP1
NM_001324124	23191	CYFIP1
NM_001324123	23191	CYFIP1
NM_001324119	23191	CYFIP1
NM_001033028	23191	CYFIP1
NM_001287810	23191	CYFIP1
NM_001324122	23191	CYFIP1
NM_001033028	23191	CYFIP1
NM_014608	23191	CYFIP1
NM_001324126	23191	CYFIP1
NM_001324120	23191	CYFIP1
NM_001324125	23191	CYFIP1
NM_001324124	23191	CYFIP1
NM_001324123	23191	CYFIP1
NM_001324119	23191	CYFIP1
NM_001324122	23191	CYFIP1
NM_001287810	23191	CYFIP1
NM_178326	23192	ATG4B
NM_013325	23192	ATG4B
NM_198335	23193	GANAB
NM_001329223	23193	GANAB
NM_198334	23193	GANAB
NM_001278192	23193	GANAB
NM_001278193	23193	GANAB
NM_001278194	23193	GANAB
NM_012304	23194	FBXL7
NM_001278317	23194	FBXL7
NM_014611	23195	MDN1
NM_014612	23196	FAM120A
NM_001286722	23196	FAM120A
NM_001286724	23196	FAM120A
NM_001286723	23196	FAM120A
NM_014613	23197	FAF2
NM_014614	23198	PSME4
NM_001134473	23199	GSE1
NM_014615	23199	GSE1
NM_001278184	23199	GSE1
NM_014616	23200	ATP11B
NM_001286050	23201	FAM168A
NM_001286051	23201	FAM168A
NM_015159	23201	FAM168A
NM_015160	23203	PMPCA
NM_001282944	23203	PMPCA
NM_001282946	23203	PMPCA
NM_015161	23204	ARL6IP1
NM_001313858	23204	ARL6IP1
NM_001199377	23205	ACSBG1
NM_015162	23205	ACSBG1
NM_015164	23207	PLEKHM2
NM_152280	23208	SYT11
NM_139202	23209	MLC1
NM_015166	23209	MLC1
NM_001081461	23210	JMJD6
NM_015167	23210	JMJD6
NM_015168	23211	ZC3H4
NM_015169	23212	RRS1
NM_001128204	23213	SULF1
NM_001128205	23213	SULF1
NM_001128206	23213	SULF1
NM_015170	23213	SULF1
NM_001270940	23214	XPO6
NM_015171	23214	XPO6
NM_015172	23215	PRRC2C
NM_001253912	23216	TBC1D1
NM_015173	23216	TBC1D1
NM_001253913	23216	TBC1D1
NM_001253914	23216	TBC1D1
NM_001253915	23216	TBC1D1
NM_015174	23217	ZFR2
NM_001145640	23217	ZFR2
NM_015175	23218	NBEAL2
NM_015176	23219	FBXO28
NM_001136115	23219	FBXO28
NM_001300727	23220	DTX4
NM_015177	23220	DTX4
NM_001160036	23221	RHOBTB2
NM_001160037	23221	RHOBTB2
NM_015178	23221	RHOBTB2
NM_001284337	23223	RRP12
NM_015179	23223	RRP12
NM_001145114	23223	RRP12
NM_015180	23224	SYNE2
NM_182913	23224	SYNE2
NM_182910	23224	SYNE2
NM_182914	23224	SYNE2
NM_024923	23225	NUP210
NM_001144382	23228	PLCL2
NM_015184	23228	PLCL2
NM_015185	23229	ARHGEF9
NM_001173480	23229	ARHGEF9
NM_001173479	23229	ARHGEF9
NM_001018038	23230	VPS13A
NM_001018037	23230	VPS13A
NM_033305	23230	VPS13A
NM_015186	23230	VPS13A
NM_015187	23231	SEL1L3
NM_001297592	23231	SEL1L3
NM_001297594	23231	SEL1L3
NM_015188	23232	TBC1D12
NM_015189	23233	EXOC6B
NM_001321733	23233	EXOC6B
NM_001321730	23233	EXOC6B
NM_001321729	23233	EXOC6B
NM_001321731	23233	EXOC6B
NM_001321734	23233	EXOC6B
NM_015190	23234	DNAJC9
NM_015191	23235	SIK2
NM_182734	23236	PLCB1
NM_015192	23236	PLCB1
NM_015193	23237	ARC
NM_194449	23239	PHLPP1
NM_015196	23240	TMEM131L
NM_001131007	23240	TMEM131L
NM_001243127	23241	PACS2
NM_015197	23241	PACS2
NM_001100913	23241	PACS2
NM_015198	23242	COBL
NM_001346444	23242	COBL
NM_001287438	23242	COBL
NM_001287436	23242	COBL
NM_001349280	23243	ANKRD28
NM_015199	23243	ANKRD28
NM_001349279	23243	ANKRD28
NM_001349280	23243	ANKRD28
NM_001195098	23243	ANKRD28
NM_001195099	23243	ANKRD28
NM_001100399	23244	PDS5A
NM_001100400	23244	PDS5A
NM_198186	23245	ASTN2
NM_198188	23245	ASTN2
NM_001184734	23245	ASTN2
NM_198187	23245	ASTN2
NM_014010	23245	ASTN2
NM_001184735	23245	ASTN2
NM_015201	23246	BOP1
NM_015202	23247	KIAA0556
NM_001297673	23248	RPRD2
NM_001297674	23248	RPRD2
NM_015203	23248	RPRD2
NM_015205	23250	ATP11A
NM_032189	23250	ATP11A
NM_015206	23251	KIAA1024
NM_015207	23252	OTUD3
NM_015208	23253	ANKRD12
NM_001083625	23253	ANKRD12
NM_001204056	23253	ANKRD12
NM_201628	23254	KAZN
NM_015209	23254	KAZN
NM_001018000	23254	KAZN
NM_001017999	23254	KAZN
NM_001018001	23254	KAZN
NM_015210	23255	MTCL1
NM_016106	23256	SCFD1
NM_182835	23256	SCFD1
NM_001283033	23256	SCFD1
NM_001283031	23256	SCFD1
NM_001283032	23256	SCFD1
NM_001257376	23256	SCFD1
NM_001348749	23258	DENND5A
NM_001348750	23258	DENND5A
NM_001348748	23258	DENND5A
NM_001243254	23258	DENND5A
NM_015213	23258	DENND5A
NM_015214	23259	DDHD2
NM_001164234	23259	DDHD2
NM_001164232	23259	DDHD2
NM_001349608	23261	CAMTA1
NM_015215	23261	CAMTA1
NM_001195563	23261	CAMTA1
NM_001242701	23261	CAMTA1
NM_001276277	23262	PPIP5K2
NM_015216	23262	PPIP5K2
NM_001281471	23262	PPIP5K2
NM_001112732	23263	MCF2L
NM_001320817	23263	MCF2L
NM_001320816	23263	MCF2L
NM_024979	23263	MCF2L
NM_001320815	23263	MCF2L
NM_017590	23264	ZC3H7B
NM_015219	23265	EXOC7
NM_001145299	23265	EXOC7
NM_001013839	23265	EXOC7
NM_001145297	23265	EXOC7
NM_001282313	23265	EXOC7
NM_001145298	23265	EXOC7
NM_001282314	23265	EXOC7
NM_001330645	23266	ADGRL2
NM_001297704	23266	ADGRL2
NM_001297705	23266	ADGRL2
NM_001297706	23266	ADGRL2
NM_012302	23266	ADGRL2
NM_001318327	23268	DNMBP
NM_001318326	23268	DNMBP
NM_015221	23268	DNMBP
NM_001164273	23269	MGA
NM_001080541	23269	MGA
NM_021648	23270	TSPYL4
NM_203459	23271	CAMSAP2
NM_001297708	23271	CAMSAP2
NM_001297707	23271	CAMSAP2
NM_015224	23272	FAM208A
NM_001112736	23272	FAM208A
NM_015226	23274	CLEC16A
NM_001243403	23274	CLEC16A
NM_015227	23275	POFUT2
NM_133635	23275	POFUT2
NM_025010	23276	KLHL18
NM_015229	23277	CLUH
NM_015231	23279	NUP160
NM_001318399	23279	NUP160
