raw_ids	SYMBOL	GENENAME
NM_001272309	bi	bifid
NM_001169191	bi	bifid
NM_001297932	bi	bifid
NM_001169192	bi	bifid
NM_001258599	bi	bifid
NM_001258598	bi	bifid
NM_001014724	Proc-R	Proctolin receptor
NM_167020	Proc-R	Proctolin receptor
NM_001014723	Proc-R	Proctolin receptor
NM_131955	Proc-R	Proctolin receptor
NM_001297939	Proc-R	Proctolin receptor
NM_001169197	CG42594	uncharacterized protein
NM_001169196	CG42594	uncharacterized protein
NM_001297940	CG42594	uncharacterized protein
NM_167031	SK	small conductance calcium-activated potassium channel
NM_001297960	SK	small conductance calcium-activated potassium channel
NM_167029	SK	small conductance calcium-activated potassium channel
NM_001272322	SK	small conductance calcium-activated potassium channel
NM_001297958	SK	small conductance calcium-activated potassium channel
NM_001272323	SK	small conductance calcium-activated potassium channel
NM_001272324	SK	small conductance calcium-activated potassium channel
NM_206631	SK	small conductance calcium-activated potassium channel
NM_001103415	SK	small conductance calcium-activated potassium channel
NM_167030	SK	small conductance calcium-activated potassium channel
NM_001297959	SK	small conductance calcium-activated potassium channel
NM_080339	SK	small conductance calcium-activated potassium channel
NM_001297957	SK	small conductance calcium-activated potassium channel
NM_167032	SK	small conductance calcium-activated potassium channel
NM_001272326	OtopLa	Otopetrin-like a
NM_001272325	OtopLa	Otopetrin-like a
NM_132009	OtopLa	Otopetrin-like a
NM_001169205	OtopLa	Otopetrin-like a
NM_001272327	OtopLa	Otopetrin-like a
NM_001272328	OtopLa	Otopetrin-like a
NM_132035	CG42699	uncharacterized protein
NM_132031	CG3097	uncharacterized protein
NM_001272338	Ca-alpha1T	Ca[2+]-channel protein alpha[[1]] subunit T
NM_132068	Ca-alpha1T	Ca[2+]-channel protein alpha[[1]] subunit T
NM_001103419	Ca-alpha1T	Ca[2+]-channel protein alpha[[1]] subunit T
NM_001258615	Ca-alpha1T	Ca[2+]-channel protein alpha[[1]] subunit T
NM_001258616	Ca-alpha1T	Ca[2+]-channel protein alpha[[1]] subunit T
NM_001103422	CG34417	uncharacterized protein
NM_001201620	CG34417	uncharacterized protein
NM_001103426	CG34417	uncharacterized protein
NM_001272355	CG34417	uncharacterized protein
NM_001103425	CG34417	uncharacterized protein
NM_001103423	CG34417	uncharacterized protein
NM_001272352	CG34417	uncharacterized protein
NM_001272351	CG34417	uncharacterized protein
NM_001272353	CG34417	uncharacterized protein
NM_001169209	CG34417	uncharacterized protein
NM_001272354	CG34417	uncharacterized protein
NM_001272350	CG34417	uncharacterized protein
NM_001169208	CG34417	uncharacterized protein
NM_001298017	CG34417	uncharacterized protein
NM_001272349	CG34417	uncharacterized protein
NM_001272348	CG34417	uncharacterized protein
NM_001298019	CG34417	uncharacterized protein
NM_001272347	CG34417	uncharacterized protein
